PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35636787","Three-arm randomised controlled trial of an m-health app and digital engagement strategy for improving treatment adherence and reducing suicidal ideation in young people: study protocol","McGillivray L, Gan DZQ, Wong Q, Han J, Hetrick S, Christensen H, Torok M.","BMJ Open. 2022 May 30;12(5):e058584. doi: 10.1136/bmjopen-2021-058584.","McGillivray L","BMJ Open","2022","2022/05/31","PMC9152944","","10.1136/bmjopen-2021-058584"
"35346115","Evaluating telehealth lifestyle therapy versus telehealth psychotherapy for reducing depression in adults with COVID-19 related distress: the curbing anxiety and depression using lifestyle medicine (CALM) randomised non-inferiority trial protocol","Young LM, Moylan S, John T, Turner M, Opie R, Hockey M, Saunders D, Bruscella C, Jacka F, Teychenne M, Rosenbaum S, Banker K, Mahoney S, Tembo M, Lai J, Mundell N, McKeon G, Yucel M, Speight J, Absetz P, Versace V, Chatterton ML, Berk M, Manger S, Mohebbi M, Morgan M, Chapman A, Bennett C, O'Shea M, Rocks T, Leach S, O'Neil A.","BMC Psychiatry. 2022 Mar 27;22(1):219. doi: 10.1186/s12888-022-03840-3.","Young LM","BMC Psychiatry","2022","2022/03/29","PMC8958477","","10.1186/s12888-022-03840-3"
"31547909","Group cognitive behavioural therapy of physical and psychological menopausal symptoms of Chinese women, delivered via Internet and mobile phone versus face to face: A protocol for a randomized non-inferiority trial","Li D, Kong J, Yang Y, Wang S, Wu J, Chao J.","Maturitas. 2019 Nov;129:23-29. doi: 10.1016/j.maturitas.2019.08.005. Epub 2019 Aug 13.","Li D","Maturitas","2019","2019/09/25","","","10.1016/j.maturitas.2019.08.005"
"36711407","Brief repeated virtual nature contact for three weeks boosts university students' nature connectedness and psychological and physiological health during the COVID-19 pandemic: A pilot study","Lau SSS, Leung SSK, Wong JWC, Lee TCP, Cartwright SR, Wong JTC, Man J, Cheung E, Choi RPW.","Front Public Health. 2023 Jan 12;10:1057020. doi: 10.3389/fpubh.2022.1057020. eCollection 2022.","Lau SSS","Front Public Health","2023","2023/01/30","PMC9878182","","10.3389/fpubh.2022.1057020"
"37703248","The mechanism and effectiveness of mindfulness-based intervention for reducing the psychological distress of parents of children with autism spectrum disorder: A protocol of randomized control trial of ecological momentary intervention and assessment","Wang Q, Ng SM, Zhou X.","PLoS One. 2023 Sep 13;18(9):e0291168. doi: 10.1371/journal.pone.0291168. eCollection 2023.","Wang Q","PLoS One","2023","2023/09/13","PMC10499232","","10.1371/journal.pone.0291168"
"36074601","An examination of individual and organizational theory in a pilot virtual facilitated learning collaborative to implement written exposure therapy","Worley CB, Rosen CS, LoSavio ST, Aajmain ST, Stirman SW, Sloan DM.","Psychol Serv. 2023 Nov;20(4):820-830. doi: 10.1037/ser0000698. Epub 2022 Sep 8.","Worley CB","Psychol Serv","2023","2022/09/08","","","10.1037/ser0000698"
"35277161","Clinical outcomes one year after a digital musculoskeletal (MSK) program: an observational, longitudinal study with nonparticipant comparison group","Wang G, Yang M, Hong M, Krauss J, Bailey JF.","BMC Musculoskelet Disord. 2022 Mar 11;23(1):237. doi: 10.1186/s12891-022-05188-x.","Wang G","BMC Musculoskelet Disord","2022","2022/03/12","PMC8914456","","10.1186/s12891-022-05188-x"
"36064177","Mindfulness based intervention through mobile app for colorectal cancer people awaiting surgery: A randomized clinical trial","Rocamora González C, Rodríguez Vega B, Torrijos Zarcero M, Mediavilla R, Bouzó Molina N, Plaza Fernández R, Pascual Migueláñez I, Palao Tarrero Á.","Cir Esp (Engl Ed). 2022 Dec;100(12):747-754. doi: 10.1016/j.cireng.2022.08.008. Epub 2022 Sep 2.","Rocamora González C","Cir Esp (Engl Ed)","2022","2022/09/05","","","10.1016/j.cireng.2022.08.008"
"36112400","Waiting Lists for Psychotherapy and Provider Attitudes Toward Low-Intensity Treatments as Potential Interventions: Survey Study","Peipert A, Krendl AC, Lorenzo-Luaces L.","JMIR Form Res. 2022 Sep 16;6(9):e39787. doi: 10.2196/39787.","Peipert A","JMIR Form Res","2022","2022/09/16","PMC9526124","","10.2196/39787"
"36800982","Building Emotional Awareness and Mental Health (BEAM): an open-pilot and feasibility study of a digital mental health and parenting intervention for mothers of infants","Xie EB, Freeman M, Penner-Goeke L, Reynolds K, Lebel C, Giesbrecht GF, Rioux C, MacKinnon A, Sauer-Zavala S, Roos LE, Tomfohr-Madsen L.","Pilot Feasibility Stud. 2023 Feb 18;9(1):27. doi: 10.1186/s40814-023-01245-x.","Xie EB","Pilot Feasibility Stud","2023","2023/02/21","PMC9938356","","10.1186/s40814-023-01245-x"
"37761484","Rapid Mobilization of an Evidence-Based Psychological Intervention for Pediatric Pain during COVID-19: The Development and Deployment of the Comfort Ability(®) Program Virtual Intervention (CAP-V)","Hale AE, Bujoreanu S, LaVigne TW, Coakley R.","Children (Basel). 2023 Sep 8;10(9):1523. doi: 10.3390/children10091523.","Hale AE","Children (Basel)","2023","2023/09/28","PMC10529482","","10.3390/children10091523"
"32865576","Effectiveness of a Digital Cognitive Behavior Therapy-Guided Self-Help Intervention for Eating Disorders in College Women: A Cluster Randomized Clinical Trial","Fitzsimmons-Craft EE, Taylor CB, Graham AK, Sadeh-Sharvit S, Balantekin KN, Eichen DM, Monterubio GE, Goel NJ, Flatt RE, Karam AM, Firebaugh ML, Jacobi C, Jo B, Trockel MT, Wilfley DE.","JAMA Netw Open. 2020 Aug 3;3(8):e2015633. doi: 10.1001/jamanetworkopen.2020.15633.","Fitzsimmons-Craft EE","JAMA Netw Open","2020","2020/09/01","PMC7489868","","10.1001/jamanetworkopen.2020.15633"
"37624622","Short-Term Findings From Testing EPIO, a Digital Self-Management Program for People Living With Chronic Pain: Randomized Controlled Trial","Bostrøm K, Børøsund E, Eide H, Varsi C, Kristjansdottir ÓB, Schreurs KMG, Waxenberg LB, Weiss KE, Morrison EJ, Stavenes Støle H, Cvancarova Småstuen M, Stubhaug A, Solberg Nes L.","J Med Internet Res. 2023 Aug 25;25:e47284. doi: 10.2196/47284.","Bostrøm K","J Med Internet Res","2023","2023/08/25","PMC10492177","","10.2196/47284"
"30007519","Automated psychological therapy using immersive virtual reality for treatment of fear of heights: a single-blind, parallel-group, randomised controlled trial","Freeman D, Haselton P, Freeman J, Spanlang B, Kishore S, Albery E, Denne M, Brown P, Slater M, Nickless A.","Lancet Psychiatry. 2018 Aug;5(8):625-632. doi: 10.1016/S2215-0366(18)30226-8. Epub 2018 Jul 11.","Freeman D","Lancet Psychiatry","2018","2018/07/16","PMC6063994","","10.1016/S2215-0366(18)30226-8"
"35471196","A Group-Facilitated, Internet-Based Intervention to Promote Mental Health and Well-Being in a Vulnerable Population of University Students: Randomized Controlled Trial of the Be Well Plan Program","Fassnacht DB, Ali K, van Agteren J, Iasiello M, Mavrangelos T, Furber G, Kyrios M.","JMIR Ment Health. 2022 May 5;9(5):e37292. doi: 10.2196/37292.","Fassnacht DB","JMIR Ment Health","2022","2022/04/26","PMC9084447","","10.2196/37292"
"37250934","The Effect of Interactive Virtual Psycho-Educational Interventions via Social Networks on Self-Efficacy and Anxiety Among Patients Infected with COVID-19 and Living in Home Quarantine: A Randomized Control Trial","Shaygan M, Yazdani Z, Rambod M.","Iran J Nurs Midwifery Res. 2023 Jan 27;28(1):65-71. doi: 10.4103/ijnmr.ijnmr_451_21. eCollection 2023 Jan-Feb.","Shaygan M","Iran J Nurs Midwifery Res","2023","2023/05/30","PMC10215544","","10.4103/ijnmr.ijnmr_451_21"
"35238794","Feasibility and Preliminary Efficacy of Web-Based and Mobile Interventions for Common Mental Health Problems in Working Adults: Multi-Arm Randomized Pilot Trial","Economides M, Bolton H, Male R, Cavanagh K.","JMIR Form Res. 2022 Mar 3;6(3):e34032. doi: 10.2196/34032.","Economides M","JMIR Form Res","2022","2022/03/03","PMC8931651","","10.2196/34032"
"26543923","Online Peer-to-Peer Support for Young People With Mental Health Problems: A Systematic Review","Ali K, Farrer L, Gulliver A, Griffiths KM.","JMIR Ment Health. 2015 May 19;2(2):e19. doi: 10.2196/mental.4418. eCollection 2015 Apr-Jun.","Ali K","JMIR Ment Health","2015","2015/11/07","PMC4607385","","10.2196/mental.4418"
"37399056","The Mediating Role of General and Cognitive Stress on the Effect of an App-Based Intervention on Productivity Measures in Workers: Randomized Controlled Trial","de Miquel C, Moneta MV, Weber S, Lorenz C, Olaya B, Haro JM.","J Med Internet Res. 2023 Jul 3;25:e42317. doi: 10.2196/42317.","de Miquel C","J Med Internet Res","2023","2023/07/03","PMC10365609","","10.2196/42317"
"37928327","Using WhatsApp support groups to promote responsive caregiving, caregiver mental health and child development in the COVID-19 era: A randomised controlled trial of a fully digital parenting intervention","Skeen S, Marlow M, du Toit S, Melendez-Torres GJ, Mudekunye L, Mapalala E, Ngoma K, Ntanda BM, Maketha M, Grieve C, Hartmann L, Gordon S, Tomlinson M.","Digit Health. 2023 Nov 3;9:20552076231203893. doi: 10.1177/20552076231203893. eCollection 2023 Jan-Dec.","Skeen S","Digit Health","2023","2023/11/06","PMC10624105","","10.1177/20552076231203893"
"36479190","Digital mental health interventions for chronic serious mental illness: Findings from a qualitative study on usability and scale-up of the Life Goals app for bipolar disorder","Rusch A, Carley I, Badola P, Liebrecht C, McInnis M, Ryan KA, Smith SN.","Front Digit Health. 2022 Nov 21;4:1033618. doi: 10.3389/fdgth.2022.1033618. eCollection 2022.","Rusch A","Front Digit Health","2022","2022/12/08","PMC9719982","","10.3389/fdgth.2022.1033618"
"37676883","Randomized controlled trial of a smartphone-based cognitive behavioral therapy for chronic tinnitus","Walter U, Pennig S, Kottmann T, Bleckmann L, Röschmann-Doose K, Schlee W.","PLOS Digit Health. 2023 Sep 7;2(9):e0000337. doi: 10.1371/journal.pdig.0000337. eCollection 2023 Sep.","Walter U","PLOS Digit Health","2023","2023/09/07","PMC10484427","","10.1371/journal.pdig.0000337"
"36840438","Effectiveness of a smartphone application on dental anxiety in adolescents: A randomized controlled trial","Mayer TMAS, Maior GBS, da Costa NP, do Nascimento MG, Colares V.","Int J Paediatr Dent. 2023 Jul;33(4):409-417. doi: 10.1111/ipd.13064. Epub 2023 Mar 13.","Mayer TMAS","Int J Paediatr Dent","2023","2023/02/25","","","10.1111/ipd.13064"
"38166797","A mobile healthy lifestyle intervention to promote mental health in adolescence: a mixed-methods evaluation","Peuters C, Maenhout L, Cardon G, De Paepe A, DeSmet A, Lauwerier E, Leta K, Crombez G.","BMC Public Health. 2024 Jan 2;24(1):44. doi: 10.1186/s12889-023-17260-9.","Peuters C","BMC Public Health","2024","2024/01/03","PMC10763383","","10.1186/s12889-023-17260-9"
"38548203","State-trait anxiety levels and vital signs of pregnant women following intervention with virtual reality during the nonstress test: A randomized controlled trial","García-González J, Martínez-Navarro A, Romero-Del Rey R, Requena-Mullor M, Zheng R, Lopez-Villen A, Alarcon-Rodriguez R.","J Affect Disord. 2024 Mar 26;355:308-314. doi: 10.1016/j.jad.2024.03.148. Online ahead of print.","García-González J","J Affect Disord","2024","2024/03/28","","","10.1016/j.jad.2024.03.148"
"36064436","Building Emotional Awareness and Mental Health (BEAM): study protocol for a phase III randomized controlled trial of the BEAM app-based program for mothers of children 18-36 months","Xie EB, Simpson KM, Reynolds KA, Giuliano RJ, Protudjer JLP, Soderstrom M, Sauer-Zavala S, Giesbrecht GF, Lebel C, Mackinnon AL, Rioux C, Penner-Goeke L, Freeman M, Salisbury MR, Tomfohr-Madsen L, Roos LE.","Trials. 2022 Sep 5;23(1):741. doi: 10.1186/s13063-022-06512-5.","Xie EB","Trials","2022","2022/09/05","PMC9441821","","10.1186/s13063-022-06512-5"
"35119378","Assessing the Efficacy of an Individualized Psychological Flexibility Skills Training Intervention App for Medical Student Burnout and Well-being: Protocol for a Randomized Controlled Trial","Ditton E, Knott B, Hodyl N, Horton G, Walker FR, Nilsson M.","JMIR Res Protoc. 2022 Feb 4;11(2):e32992. doi: 10.2196/32992.","Ditton E","JMIR Res Protoc","2022","2022/02/04","PMC8857701","","10.2196/32992"
"37851846","Virtual reality supported therapy for the negative symptoms of schizophrenia: the V-NeST feasibility RCT","Cella M, Tomlin P, Robotham D, Green P, Griffiths H, Stahl D, Valmaggia L.","Southampton (UK): National Institute for Health and Care Research; 2023 Sep.","Cella M","Virtual reality supported therapy for the negative symptoms of schizophrenia: the V-NeST feasibility RCT","2023","2023/09/01","","","10.3310/HNVC2041"
"37850735","Designing and developing a nature-based virtual reality with heart rate variability biofeedback for surgical anxiety and pain management: evidence from total knee arthroplasty patients","Girishan Prabhu V, Stanley L, Morgan R, Shirley B.","Aging Ment Health. 2023 Oct 18:1-16. doi: 10.1080/13607863.2023.2270442. Online ahead of print.","Girishan Prabhu V","Aging Ment Health","2023","2023/10/18","","","10.1080/13607863.2023.2270442"
"36602852","The PTSD Family Coach App in Veteran Family Members: Pilot Randomized Controlled Trial","van Stolk-Cooke K, Wielgosz J, Hallenbeck HW, Chang A, Rosen C, Owen J, Kuhn E.","JMIR Form Res. 2023 Jan 5;7:e42053. doi: 10.2196/42053.","van Stolk-Cooke K","JMIR Form Res","2023","2023/01/05","PMC9893731","","10.2196/42053"
"36419539","Effects of a Digital Musculoskeletal Acute Care Program on Chronic Pain Prevention: An Observational Study with Nonparticipant Comparison Group","Hong M, Topete M, Yang M, Bailey JF.","J Pain Res. 2022 Nov 17;15:3605-3613. doi: 10.2147/JPR.S385134. eCollection 2022.","Hong M","J Pain Res","2022","2022/11/24","PMC9677887","","10.2147/JPR.S385134"
"36641237","Improving Children's Sleep Habits Using an Interactive Smartphone App: Community-Based Intervention Study","Yoshizaki A, Murata E, Yamamoto T, Fujisawa TX, Hanaie R, Hirata I, Matsumoto S, Mohri I, Taniike M.","JMIR Mhealth Uhealth. 2023 Feb 10;11:e40836. doi: 10.2196/40836.","Yoshizaki A","JMIR Mhealth Uhealth","2023","2023/01/14","PMC9960041","","10.2196/40836"
"37361441","Money can't buy happiness: A randomized controlled trial of a digital mental health app with versus without financial incentives","Chang C, Palermo E, Deswert S, Brown A, Nuske HJ.","Digit Health. 2023 Jun 15;9:20552076231170693. doi: 10.1177/20552076231170693. eCollection 2023 Jan-Dec.","Chang C","Digit Health","2023","2023/06/26","PMC10286537","","10.1177/20552076231170693"
"36121690","Postoperative Outcomes of a Digital Rehabilitation Program After Total Knee Arthroplasty: Retrospective, Observational Feasibility Study","Hong M, Loeb J, Yang M, Bailey JF.","JMIR Form Res. 2022 Sep 19;6(9):e40703. doi: 10.2196/40703.","Hong M","JMIR Form Res","2022","2022/09/19","PMC9531001","","10.2196/40703"
"36809741","Moderating the impact of the COVID-19 pandemic on children's and adolescents' substance use, digital media use, and mental health: A randomized positive psychology addiction prevention program","Kor A, Shoshani A.","Addict Behav. 2023 Jun;141:107660. doi: 10.1016/j.addbeh.2023.107660. Epub 2023 Feb 12.","Kor A","Addict Behav","2023","2023/02/22","PMC9922204","","10.1016/j.addbeh.2023.107660"
"37252790","A Fully Automated Self-help Biopsychosocial Transdiagnostic Digital Intervention to Reduce Anxiety and/or Depression and Improve Emotional Regulation and Well-being: Pre-Follow-up Single-Arm Feasibility Trial","Klein B, Nguyen H, McLaren S, Andrews B, Shandley K.","JMIR Form Res. 2023 May 30;7:e43385. doi: 10.2196/43385.","Klein B","JMIR Form Res","2023","2023/05/30","PMC10265433","","10.2196/43385"
"36747246","The COMFORT trial: a randomised control trial comparing group-based COMpassion-FOcussed therapy and breathing pattern ReTraining with treatment as usual on the psychological functioning of patients diagnosed with cancer recurrence during COVID","Lynch S, Lowry D, Finnerty C, O'Meara Y, Brennan D.","Trials. 2023 Feb 6;24(1):89. doi: 10.1186/s13063-023-07088-4.","Lynch S","Trials","2023","2023/02/07","PMC9901386","","10.1186/s13063-023-07088-4"
"37738081","Efficacy of a Text-Based Mental Health Coaching App in Improving the Symptoms of Stress, Anxiety, and Depression: Randomized Controlled Trial","Lim YS, Quek JH, Ching XW, Lim DTR, Lim KG, Thuraisingham C, George PP.","JMIR Form Res. 2023 Sep 22;7:e46458. doi: 10.2196/46458.","Lim YS","JMIR Form Res","2023","2023/09/22","PMC10559195","","10.2196/46458"
"37624631","Efficacy of a Brief Blended Cognitive Behavioral Therapy Program for the Treatment of Depression and Anxiety in University Students: Uncontrolled Intervention Study","Atik E, Stricker J, Schückes M, Pittig A.","JMIR Ment Health. 2023 Aug 25;10:e44742. doi: 10.2196/44742.","Atik E","JMIR Ment Health","2023","2023/08/25","PMC10492172","","10.2196/44742"
"37173334","Effects of a virtual voice-based coach delivering problem-solving treatment on emotional distress and brain function: a pilot RCT in depression and anxiety","Kannampallil T, Ajilore OA, Lv N, Smyth JM, Wittels NE, Ronneberg CR, Kumar V, Xiao L, Dosala S, Barve A, Zhang A, Tan KC, Cao KP, Patel CR, Gerber BS, Johnson JA, Kringle EA, Ma J.","Transl Psychiatry. 2023 May 12;13(1):166. doi: 10.1038/s41398-023-02462-x.","Kannampallil T","Transl Psychiatry","2023","2023/05/12","PMC10175049","","10.1038/s41398-023-02462-x"
